,feature_image,label_image
4930,Features_v2.140.tif,Labels_v2.140.tif
5511,Features_v2.879.tif,Labels_v2.879.tif
5002,Features_v2.840.tif,Labels_v2.840.tif
6241,Features_v2.287.tif,Labels_v2.287.tif
6573,Features_v2.497.tif,Labels_v2.497.tif
4349,Features_v2.1013.tif,Labels_v2.1013.tif
3110,Features.272.tif,Labels.272.tif
3587,Features_v2.207.tif,Labels_v2.207.tif
3784,Features_v2.414.tif,Labels_v2.414.tif
4315,Features_v2.631.tif,Labels_v2.631.tif
204,Features.455.tif,Labels.455.tif
2911,Features.892.tif,Labels.892.tif
5185,Features_v2.121.tif,Labels_v2.121.tif
2758,Features.993.tif,Labels.993.tif
2843,Features.1000.tif,Labels.1000.tif
1870,Features.990.tif,Labels.990.tif
1921,Features.525.tif,Labels.525.tif
5058,Features_v2.361.tif,Labels_v2.361.tif
2550,Features.845.tif,Labels.845.tif
4963,Features_v2.304.tif,Labels_v2.304.tif
43,Features.1304.tif,Labels.1304.tif
6226,Features_v2.376.tif,Labels_v2.376.tif
5605,Features_v2.892.tif,Labels_v2.892.tif
381,Features.109.tif,Labels.109.tif
4895,Features_v2.964.tif,Labels_v2.964.tif
5056,Features_v2.673.tif,Labels_v2.673.tif
2101,Features.485.tif,Labels.485.tif
344,Features.912.tif,Labels.912.tif
6372,Features_v2.251.tif,Labels_v2.251.tif
5049,Features_v2.1073.tif,Labels_v2.1073.tif
1010,Features.705.tif,Labels.705.tif
2112,Features.365.tif,Labels.365.tif
5715,Features_v2.551.tif,Labels_v2.551.tif
3668,Features_v2.228.tif,Labels_v2.228.tif
2557,Features.239.tif,Labels.239.tif
2956,Features.229.tif,Labels.229.tif
1729,Features.361.tif,Labels.361.tif
60,Features.905.tif,Labels.905.tif
1790,Features.662.tif,Labels.662.tif
84,Features.998.tif,Labels.998.tif
6464,Features_v2.1009.tif,Labels_v2.1009.tif
3955,Features_v2.968.tif,Labels_v2.968.tif
5457,Features_v2.714.tif,Labels_v2.714.tif
3079,Features.1085.tif,Labels.1085.tif
4714,Features_v2.720.tif,Labels_v2.720.tif
5673,Features_v2.1063.tif,Labels_v2.1063.tif
5520,Features_v2.624.tif,Labels_v2.624.tif
3570,Features_v2.676.tif,Labels_v2.676.tif
4882,Features_v2.844.tif,Labels_v2.844.tif
4165,Features_v2.328.tif,Labels_v2.328.tif
2019,Features.922.tif,Labels.922.tif
3682,Features_v2.102.tif,Labels_v2.102.tif
3070,Features.1051.tif,Labels.1051.tif
6032,Features_v2.926.tif,Labels_v2.926.tif
4097,Features_v2.18.tif,Labels_v2.18.tif
5356,Features_v2.562.tif,Labels_v2.562.tif
288,Features.943.tif,Labels.943.tif
3396,Features.1065.tif,Labels.1065.tif
205,Features.663.tif,Labels.663.tif
1319,Features.708.tif,Labels.708.tif
6463,Features_v2.850.tif,Labels_v2.850.tif
5199,Features_v2.137.tif,Labels_v2.137.tif
6302,Features_v2.514.tif,Labels_v2.514.tif
124,Features.180.tif,Labels.180.tif
1963,Features.918.tif,Labels.918.tif
2619,Features.340.tif,Labels.340.tif
3815,Features_v2.552.tif,Labels_v2.552.tif
996,Features.50.tif,Labels.50.tif
1868,Features.121.tif,Labels.121.tif
1232,Features.1019.tif,Labels.1019.tif
1485,Features.520.tif,Labels.520.tif
527,Features.228.tif,Labels.228.tif
5743,Features_v2.234.tif,Labels_v2.234.tif
6498,Features_v2.828.tif,Labels_v2.828.tif
4050,Features_v2.1027.tif,Labels_v2.1027.tif
3144,Features.790.tif,Labels.790.tif
500,Features.350.tif,Labels.350.tif
3569,Features_v2.519.tif,Labels_v2.519.tif
4482,Features_v2.208.tif,Labels_v2.208.tif
4404,Features_v2.421.tif,Labels_v2.421.tif
2718,Features.921.tif,Labels.921.tif
3228,Features.92.tif,Labels.92.tif
951,Features.924.tif,Labels.924.tif
2656,Features.835.tif,Labels.835.tif
4510,Features_v2.181.tif,Labels_v2.181.tif
5779,Features_v2.868.tif,Labels_v2.868.tif
2583,Features.7.tif,Labels.7.tif
1439,Features.93.tif,Labels.93.tif
5263,Features_v2.690.tif,Labels_v2.690.tif
4464,Features_v2.554.tif,Labels_v2.554.tif
803,Features.678.tif,Labels.678.tif
1407,Features.581.tif,Labels.581.tif
737,Features.529.tif,Labels.529.tif
5161,Features_v2.306.tif,Labels_v2.306.tif
2055,Features.364.tif,Labels.364.tif
4905,Features_v2.975.tif,Labels_v2.975.tif
3619,Features_v2.716.tif,Labels_v2.716.tif
5065,Features_v2.573.tif,Labels_v2.573.tif
1294,Features.34.tif,Labels.34.tif
6371,Features_v2.645.tif,Labels_v2.645.tif
4539,Features_v2.94.tif,Labels_v2.94.tif
5880,Features_v2.9.tif,Labels_v2.9.tif
3323,Features.1092.tif,Labels.1092.tif
5870,Features_v2.647.tif,Labels_v2.647.tif
2120,Features.693.tif,Labels.693.tif
3062,Features.902.tif,Labels.902.tif
6133,Features_v2.638.tif,Labels_v2.638.tif
2386,Features.660.tif,Labels.660.tif
6120,Features_v2.625.tif,Labels_v2.625.tif
517,Features.968.tif,Labels.968.tif
1938,Features.605.tif,Labels.605.tif
1440,Features.1257.tif,Labels.1257.tif
5239,Features_v2.553.tif,Labels_v2.553.tif
4556,Features_v2.156.tif,Labels_v2.156.tif
5124,Features_v2.947.tif,Labels_v2.947.tif
6354,Features_v2.255.tif,Labels_v2.255.tif
4278,Features_v2.566.tif,Labels_v2.566.tif
2208,Features.1286.tif,Labels.1286.tif
4094,Features_v2.1053.tif,Labels_v2.1053.tif
4126,Features_v2.396.tif,Labels_v2.396.tif
5665,Features_v2.290.tif,Labels_v2.290.tif
2587,Features.1332.tif,Labels.1332.tif
1191,Features.1106.tif,Labels.1106.tif
3093,Features.778.tif,Labels.778.tif
2373,Features.448.tif,Labels.448.tif
2666,Features.787.tif,Labels.787.tif
1725,Features.187.tif,Labels.187.tif
1752,Features.938.tif,Labels.938.tif
2588,Features.1183.tif,Labels.1183.tif
2229,Features.909.tif,Labels.909.tif
4662,Features_v2.95.tif,Labels_v2.95.tif
805,Features.318.tif,Labels.318.tif
787,Features.368.tif,Labels.368.tif
5491,Features_v2.401.tif,Labels_v2.401.tif
1146,Features.938.tif,Labels.938.tif
2383,Features.282.tif,Labels.282.tif
4220,Features_v2.1007.tif,Labels_v2.1007.tif
2390,Features.208.tif,Labels.208.tif
5659,Features_v2.520.tif,Labels_v2.520.tif
2625,Features.1112.tif,Labels.1112.tif
6212,Features_v2.664.tif,Labels_v2.664.tif
3092,Features.165.tif,Labels.165.tif
4116,Features_v2.939.tif,Labels_v2.939.tif
1786,Features.183.tif,Labels.183.tif
2453,Features.609.tif,Labels.609.tif
5136,Features_v2.157.tif,Labels_v2.157.tif
4835,Features_v2.177.tif,Labels_v2.177.tif
1017,Features.723.tif,Labels.723.tif
6162,Features_v2.796.tif,Labels_v2.796.tif
2934,Features.638.tif,Labels.638.tif
1013,Features.171.tif,Labels.171.tif
5454,Features_v2.1028.tif,Labels_v2.1028.tif
4430,Features_v2.728.tif,Labels_v2.728.tif
153,Features.1160.tif,Labels.1160.tif
6643,Features_v2.829.tif,Labels_v2.829.tif
1824,Features.382.tif,Labels.382.tif
1666,Features.1013.tif,Labels.1013.tif
3866,Features_v2.769.tif,Labels_v2.769.tif
4371,Features_v2.13.tif,Labels_v2.13.tif
915,Features.238.tif,Labels.238.tif
3543,Features_v2.368.tif,Labels_v2.368.tif
3628,Features_v2.669.tif,Labels_v2.669.tif
4830,Features_v2.680.tif,Labels_v2.680.tif
5912,Features_v2.473.tif,Labels_v2.473.tif
5109,Features_v2.323.tif,Labels_v2.323.tif
4113,Features_v2.180.tif,Labels_v2.180.tif
1968,Features.358.tif,Labels.358.tif
5253,Features_v2.51.tif,Labels_v2.51.tif
452,Features.482.tif,Labels.482.tif
1464,Features.441.tif,Labels.441.tif
5150,Features_v2.1016.tif,Labels_v2.1016.tif
2869,Features.505.tif,Labels.505.tif
5424,Features_v2.519.tif,Labels_v2.519.tif
3745,Features_v2.412.tif,Labels_v2.412.tif
1988,Features.627.tif,Labels.627.tif
680,Features.956.tif,Labels.956.tif
3673,Features_v2.395.tif,Labels_v2.395.tif
6058,Features_v2.971.tif,Labels_v2.971.tif
3835,Features_v2.100.tif,Labels_v2.100.tif
37,Features.1014.tif,Labels.1014.tif
4710,Features_v2.150.tif,Labels_v2.150.tif
3823,Features_v2.523.tif,Labels_v2.523.tif
363,Features.552.tif,Labels.552.tif
3052,Features.869.tif,Labels.869.tif
73,Features.787.tif,Labels.787.tif
3648,Features_v2.276.tif,Labels_v2.276.tif
654,Features.728.tif,Labels.728.tif
1950,Features.1089.tif,Labels.1089.tif
4641,Features_v2.424.tif,Labels_v2.424.tif
2824,Features.926.tif,Labels.926.tif
964,Features.484.tif,Labels.484.tif
5550,Features_v2.669.tif,Labels_v2.669.tif
382,Features.476.tif,Labels.476.tif
623,Features.895.tif,Labels.895.tif
4781,Features_v2.308.tif,Labels_v2.308.tif
170,Features.63.tif,Labels.63.tif
1296,Features.809.tif,Labels.809.tif
5244,Features_v2.564.tif,Labels_v2.564.tif
5265,Features_v2.194.tif,Labels_v2.194.tif
3229,Features.1048.tif,Labels.1048.tif
890,Features.933.tif,Labels.933.tif
2634,Features.431.tif,Labels.431.tif
893,Features.794.tif,Labels.794.tif
0,Features.1036.tif,Labels.1036.tif
6579,Features_v2.266.tif,Labels_v2.266.tif
3817,Features_v2.431.tif,Labels_v2.431.tif
6409,Features_v2.78.tif,Labels_v2.78.tif
1267,Features.213.tif,Labels.213.tif
5079,Features_v2.774.tif,Labels_v2.774.tif
1038,Features.107.tif,Labels.107.tif
5455,Features_v2.733.tif,Labels_v2.733.tif
5797,Features_v2.959.tif,Labels_v2.959.tif
4834,Features_v2.648.tif,Labels_v2.648.tif
2528,Features.1002.tif,Labels.1002.tif
2806,Features.39.tif,Labels.39.tif
2113,Features.1101.tif,Labels.1101.tif
4532,Features_v2.938.tif,Labels_v2.938.tif
779,Features.941.tif,Labels.941.tif
788,Features.206.tif,Labels.206.tif
1697,Features.230.tif,Labels.230.tif
5251,Features_v2.622.tif,Labels_v2.622.tif
5637,Features_v2.631.tif,Labels_v2.631.tif
6398,Features_v2.1048.tif,Labels_v2.1048.tif
5718,Features_v2.269.tif,Labels_v2.269.tif
3944,Features_v2.1021.tif,Labels_v2.1021.tif
2876,Features.173.tif,Labels.173.tif
2635,Features.794.tif,Labels.794.tif
2160,Features.421.tif,Labels.421.tif
2762,Features.952.tif,Labels.952.tif
2022,Features.131.tif,Labels.131.tif
2344,Features.344.tif,Labels.344.tif
4587,Features_v2.577.tif,Labels_v2.577.tif
6375,Features_v2.125.tif,Labels_v2.125.tif
2782,Features.486.tif,Labels.486.tif
321,Features.1094.tif,Labels.1094.tif
3378,Features.239.tif,Labels.239.tif
2531,Features.868.tif,Labels.868.tif
2499,Features.425.tif,Labels.425.tif
6011,Features_v2.4.tif,Labels_v2.4.tif
5202,Features_v2.704.tif,Labels_v2.704.tif
3354,Features.1080.tif,Labels.1080.tif
6073,Features_v2.505.tif,Labels_v2.505.tif
285,Features.310.tif,Labels.310.tif
4282,Features_v2.324.tif,Labels_v2.324.tif
6548,Features_v2.263.tif,Labels_v2.263.tif
5008,Features_v2.715.tif,Labels_v2.715.tif
5459,Features_v2.636.tif,Labels_v2.636.tif
969,Features.870.tif,Labels.870.tif
3945,Features_v2.661.tif,Labels_v2.661.tif
57,Features.568.tif,Labels.568.tif
2469,Features.556.tif,Labels.556.tif
507,Features.275.tif,Labels.275.tif
451,Features.808.tif,Labels.808.tif
3138,Features.436.tif,Labels.436.tif
4170,Features_v2.221.tif,Labels_v2.221.tif
4897,Features_v2.535.tif,Labels_v2.535.tif
2030,Features.398.tif,Labels.398.tif
541,Features.1096.tif,Labels.1096.tif
5153,Features_v2.678.tif,Labels_v2.678.tif
347,Features.801.tif,Labels.801.tif
5860,Features_v2.588.tif,Labels_v2.588.tif
5398,Features_v2.365.tif,Labels_v2.365.tif
6005,Features_v2.81.tif,Labels_v2.81.tif
3075,Features.995.tif,Labels.995.tif
5657,Features_v2.511.tif,Labels_v2.511.tif
576,Features.348.tif,Labels.348.tif
2231,Features.1005.tif,Labels.1005.tif
408,Features.278.tif,Labels.278.tif
5258,Features_v2.450.tif,Labels_v2.450.tif
3684,Features_v2.705.tif,Labels_v2.705.tif
963,Features.453.tif,Labels.453.tif
5334,Features_v2.818.tif,Labels_v2.818.tif
847,Features.1069.tif,Labels.1069.tif
1354,Features.10.tif,Labels.10.tif
4160,Features_v2.460.tif,Labels_v2.460.tif
51,Features.1035.tif,Labels.1035.tif
126,Features.403.tif,Labels.403.tif
4741,Features_v2.1.tif,Labels_v2.1.tif
6268,Features_v2.38.tif,Labels_v2.38.tif
4244,Features_v2.306.tif,Labels_v2.306.tif
2214,Features.674.tif,Labels.674.tif
6129,Features_v2.1042.tif,Labels_v2.1042.tif
700,Features.121.tif,Labels.121.tif
5077,Features_v2.211.tif,Labels_v2.211.tif
5279,Features_v2.62.tif,Labels_v2.62.tif
5893,Features_v2.138.tif,Labels_v2.138.tif
2886,Features.491.tif,Labels.491.tif
4040,Features_v2.43.tif,Labels_v2.43.tif
6064,Features_v2.825.tif,Labels_v2.825.tif
4460,Features_v2.944.tif,Labels_v2.944.tif
3053,Features.1237.tif,Labels.1237.tif
5508,Features_v2.52.tif,Labels_v2.52.tif
5415,Features_v2.243.tif,Labels_v2.243.tif
3586,Features_v2.817.tif,Labels_v2.817.tif
3589,Features_v2.1036.tif,Labels_v2.1036.tif
1141,Features.247.tif,Labels.247.tif
2192,Features.734.tif,Labels.734.tif
5370,Features_v2.949.tif,Labels_v2.949.tif
6087,Features_v2.178.tif,Labels_v2.178.tif
4530,Features_v2.372.tif,Labels_v2.372.tif
5928,Features_v2.114.tif,Labels_v2.114.tif
3723,Features_v2.203.tif,Labels_v2.203.tif
2438,Features.492.tif,Labels.492.tif
5367,Features_v2.304.tif,Labels_v2.304.tif
5914,Features_v2.705.tif,Labels_v2.705.tif
6428,Features_v2.134.tif,Labels_v2.134.tif
4387,Features_v2.628.tif,Labels_v2.628.tif
6625,Features_v2.332.tif,Labels_v2.332.tif
5047,Features_v2.327.tif,Labels_v2.327.tif
1345,Features.348.tif,Labels.348.tif
2314,Features.124.tif,Labels.124.tif
6095,Features_v2.291.tif,Labels_v2.291.tif
1837,Features.1004.tif,Labels.1004.tif
589,Features.250.tif,Labels.250.tif
1033,Features.728.tif,Labels.728.tif
3927,Features_v2.596.tif,Labels_v2.596.tif
3620,Features_v2.862.tif,Labels_v2.862.tif
2569,Features.550.tif,Labels.550.tif
5417,Features_v2.374.tif,Labels_v2.374.tif
2938,Features.322.tif,Labels.322.tif
6397,Features_v2.92.tif,Labels_v2.92.tif
1720,Features.820.tif,Labels.820.tif
5719,Features_v2.131.tif,Labels_v2.131.tif
4256,Features_v2.149.tif,Labels_v2.149.tif
6469,Features_v2.374.tif,Labels_v2.374.tif
5020,Features_v2.889.tif,Labels_v2.889.tif
2628,Features.175.tif,Labels.175.tif
3885,Features_v2.954.tif,Labels_v2.954.tif
5544,Features_v2.92.tif,Labels_v2.92.tif
2870,Features.388.tif,Labels.388.tif
503,Features.565.tif,Labels.565.tif
2449,Features.695.tif,Labels.695.tif
4007,Features_v2.1045.tif,Labels_v2.1045.tif
6452,Features_v2.901.tif,Labels_v2.901.tif
315,Features.588.tif,Labels.588.tif
5813,Features_v2.413.tif,Labels_v2.413.tif
1892,Features.59.tif,Labels.59.tif
2941,Features.569.tif,Labels.569.tif
3865,Features_v2.402.tif,Labels_v2.402.tif
2951,Features.737.tif,Labels.737.tif
1278,Features.758.tif,Labels.758.tif
1475,Features.608.tif,Labels.608.tif
5930,Features_v2.1015.tif,Labels_v2.1015.tif
563,Features.776.tif,Labels.776.tif
136,Features.175.tif,Labels.175.tif
2571,Features.429.tif,Labels.429.tif
488,Features.541.tif,Labels.541.tif
6142,Features_v2.893.tif,Labels_v2.893.tif
4601,Features_v2.1056.tif,Labels_v2.1056.tif
1415,Features.702.tif,Labels.702.tif
3483,Features.142.tif,Labels.142.tif
278,Features.478.tif,Labels.478.tif
791,Features.803.tif,Labels.803.tif
1917,Features.14.tif,Labels.14.tif
1513,Features.40.tif,Labels.40.tif
3829,Features_v2.658.tif,Labels_v2.658.tif
5088,Features_v2.659.tif,Labels_v2.659.tif
2066,Features.603.tif,Labels.603.tif
4934,Features_v2.560.tif,Labels_v2.560.tif
5025,Features_v2.245.tif,Labels_v2.245.tif
3427,Features.47.tif,Labels.47.tif
6109,Features_v2.51.tif,Labels_v2.51.tif
1539,Features.841.tif,Labels.841.tif
6358,Features_v2.701.tif,Labels_v2.701.tif
3281,Features.697.tif,Labels.697.tif
5749,Features_v2.884.tif,Labels_v2.884.tif
4767,Features_v2.927.tif,Labels_v2.927.tif
6550,Features_v2.153.tif,Labels_v2.153.tif
3568,Features_v2.632.tif,Labels_v2.632.tif
5482,Features_v2.987.tif,Labels_v2.987.tif
3615,Features_v2.26.tif,Labels_v2.26.tif
3157,Features.893.tif,Labels.893.tif
1000,Features.508.tif,Labels.508.tif
3769,Features_v2.1050.tif,Labels_v2.1050.tif
5504,Features_v2.909.tif,Labels_v2.909.tif
5651,Features_v2.959.tif,Labels_v2.959.tif
5841,Features_v2.772.tif,Labels_v2.772.tif
3826,Features_v2.832.tif,Labels_v2.832.tif
114,Features.524.tif,Labels.524.tif
1986,Features.55.tif,Labels.55.tif
6361,Features_v2.876.tif,Labels_v2.876.tif
3109,Features.675.tif,Labels.675.tif
4062,Features_v2.917.tif,Labels_v2.917.tif
1015,Features.1069.tif,Labels.1069.tif
283,Features.956.tif,Labels.956.tif
2953,Features.277.tif,Labels.277.tif
3611,Features_v2.65.tif,Labels_v2.65.tif
5740,Features_v2.872.tif,Labels_v2.872.tif
3412,Features.979.tif,Labels.979.tif
5149,Features_v2.8.tif,Labels_v2.8.tif
3898,Features_v2.482.tif,Labels_v2.482.tif
2277,Features.500.tif,Labels.500.tif
2982,Features.201.tif,Labels.201.tif
2889,Features.435.tif,Labels.435.tif
2325,Features.933.tif,Labels.933.tif
3141,Features.186.tif,Labels.186.tif
3403,Features.60.tif,Labels.60.tif
3785,Features_v2.595.tif,Labels_v2.595.tif
4648,Features_v2.296.tif,Labels_v2.296.tif
266,Features.86.tif,Labels.86.tif
1119,Features.108.tif,Labels.108.tif
4629,Features_v2.694.tif,Labels_v2.694.tif
3068,Features.1005.tif,Labels.1005.tif
662,Features.789.tif,Labels.789.tif
4474,Features_v2.177.tif,Labels_v2.177.tif
5525,Features_v2.578.tif,Labels_v2.578.tif
904,Features.350.tif,Labels.350.tif
4260,Features_v2.529.tif,Labels_v2.529.tif
2578,Features.482.tif,Labels.482.tif
1316,Features.962.tif,Labels.962.tif
3696,Features_v2.341.tif,Labels_v2.341.tif
5,Features.544.tif,Labels.544.tif
3532,Features_v2.659.tif,Labels_v2.659.tif
840,Features.1012.tif,Labels.1012.tif
2288,Features.598.tif,Labels.598.tif
2719,Features.719.tif,Labels.719.tif
4876,Features_v2.211.tif,Labels_v2.211.tif
2736,Features.176.tif,Labels.176.tif
3006,Features.458.tif,Labels.458.tif
184,Features.563.tif,Labels.563.tif
4490,Features_v2.919.tif,Labels_v2.919.tif
4615,Features_v2.590.tif,Labels_v2.590.tif
4852,Features_v2.840.tif,Labels_v2.840.tif
3485,Features.415.tif,Labels.415.tif
1618,Features.679.tif,Labels.679.tif
3020,Features.914.tif,Labels.914.tif
2808,Features.800.tif,Labels.800.tif
5621,Features_v2.407.tif,Labels_v2.407.tif
1737,Features.573.tif,Labels.573.tif
2728,Features.191.tif,Labels.191.tif
6044,Features_v2.493.tif,Labels_v2.493.tif
424,Features.27.tif,Labels.27.tif
5057,Features_v2.236.tif,Labels_v2.236.tif
4383,Features_v2.285.tif,Labels_v2.285.tif
5164,Features_v2.793.tif,Labels_v2.793.tif
3080,Features.146.tif,Labels.146.tif
956,Features.312.tif,Labels.312.tif
395,Features.77.tif,Labels.77.tif
978,Features.863.tif,Labels.863.tif
5967,Features_v2.456.tif,Labels_v2.456.tif
6088,Features_v2.612.tif,Labels_v2.612.tif
3713,Features_v2.170.tif,Labels_v2.170.tif
6213,Features_v2.955.tif,Labels_v2.955.tif
2154,Features.273.tif,Labels.273.tif
1887,Features.492.tif,Labels.492.tif
95,Features.96.tif,Labels.96.tif
40,Features.435.tif,Labels.435.tif
2684,Features.6.tif,Labels.6.tif
3380,Features.703.tif,Labels.703.tif
1779,Features.934.tif,Labels.934.tif
4091,Features_v2.1002.tif,Labels_v2.1002.tif
6081,Features_v2.998.tif,Labels_v2.998.tif
6328,Features_v2.699.tif,Labels_v2.699.tif
6608,Features_v2.321.tif,Labels_v2.321.tif
6304,Features_v2.374.tif,Labels_v2.374.tif
6224,Features_v2.426.tif,Labels_v2.426.tif
2539,Features.1102.tif,Labels.1102.tif
5641,Features_v2.544.tif,Labels_v2.544.tif
6117,Features_v2.26.tif,Labels_v2.26.tif
5342,Features_v2.923.tif,Labels_v2.923.tif
3098,Features.339.tif,Labels.339.tif
2579,Features.157.tif,Labels.157.tif
5127,Features_v2.651.tif,Labels_v2.651.tif
854,Features.834.tif,Labels.834.tif
5135,Features_v2.881.tif,Labels_v2.881.tif
5852,Features_v2.526.tif,Labels_v2.526.tif
4860,Features_v2.497.tif,Labels_v2.497.tif
2689,Features.97.tif,Labels.97.tif
1841,Features.490.tif,Labels.490.tif
2284,Features.1272.tif,Labels.1272.tif
4919,Features_v2.66.tif,Labels_v2.66.tif
1579,Features.289.tif,Labels.289.tif
1923,Features.488.tif,Labels.488.tif
2681,Features.582.tif,Labels.582.tif
4982,Features_v2.325.tif,Labels_v2.325.tif
117,Features.657.tif,Labels.657.tif
3841,Features_v2.280.tif,Labels_v2.280.tif
5741,Features_v2.1036.tif,Labels_v2.1036.tif
4520,Features_v2.584.tif,Labels_v2.584.tif
4551,Features_v2.90.tif,Labels_v2.90.tif
3759,Features_v2.309.tif,Labels_v2.309.tif
4480,Features_v2.218.tif,Labels_v2.218.tif
2381,Features.1333.tif,Labels.1333.tif
1602,Features.145.tif,Labels.145.tif
2359,Features.90.tif,Labels.90.tif
3244,Features.1232.tif,Labels.1232.tif
2520,Features.29.tif,Labels.29.tif
4354,Features_v2.612.tif,Labels_v2.612.tif
386,Features.758.tif,Labels.758.tif
4833,Features_v2.252.tif,Labels_v2.252.tif
1576,Features.945.tif,Labels.945.tif
6061,Features_v2.1011.tif,Labels_v2.1011.tif
2439,Features.140.tif,Labels.140.tif
1089,Features.1017.tif,Labels.1017.tif
4762,Features_v2.215.tif,Labels_v2.215.tif
767,Features.244.tif,Labels.244.tif
974,Features.589.tif,Labels.589.tif
997,Features.710.tif,Labels.710.tif
2329,Features.294.tif,Labels.294.tif
1359,Features.948.tif,Labels.948.tif
2575,Features.401.tif,Labels.401.tif
5498,Features_v2.564.tif,Labels_v2.564.tif
3933,Features_v2.1030.tif,Labels_v2.1030.tif
6389,Features_v2.455.tif,Labels_v2.455.tif
1736,Features.732.tif,Labels.732.tif
270,Features.427.tif,Labels.427.tif
3521,Features_v2.408.tif,Labels_v2.408.tif
2408,Features.481.tif,Labels.481.tif
5952,Features_v2.270.tif,Labels_v2.270.tif
6114,Features_v2.112.tif,Labels_v2.112.tif
414,Features.529.tif,Labels.529.tif
377,Features.1103.tif,Labels.1103.tif
5094,Features_v2.47.tif,Labels_v2.47.tif
2526,Features.903.tif,Labels.903.tif
2615,Features.526.tif,Labels.526.tif
921,Features.1059.tif,Labels.1059.tif
3630,Features_v2.630.tif,Labels_v2.630.tif
2140,Features.519.tif,Labels.519.tif
3417,Features.773.tif,Labels.773.tif
6167,Features_v2.236.tif,Labels_v2.236.tif
2693,Features.174.tif,Labels.174.tif
1970,Features.12.tif,Labels.12.tif
878,Features.1179.tif,Labels.1179.tif
5099,Features_v2.117.tif,Labels_v2.117.tif
1020,Features.1077.tif,Labels.1077.tif
421,Features.683.tif,Labels.683.tif
6339,Features_v2.548.tif,Labels_v2.548.tif
2097,Features.673.tif,Labels.673.tif
366,Features.543.tif,Labels.543.tif
5246,Features_v2.210.tif,Labels_v2.210.tif
5081,Features_v2.52.tif,Labels_v2.52.tif
1776,Features.117.tif,Labels.117.tif
2813,Features.11.tif,Labels.11.tif
501,Features.1030.tif,Labels.1030.tif
2088,Features.1056.tif,Labels.1056.tif
4274,Features_v2.467.tif,Labels_v2.467.tif
879,Features.1039.tif,Labels.1039.tif
4625,Features_v2.783.tif,Labels_v2.783.tif
855,Features.1178.tif,Labels.1178.tif
444,Features.489.tif,Labels.489.tif
2698,Features.459.tif,Labels.459.tif
80,Features.1125.tif,Labels.1125.tif
1236,Features.590.tif,Labels.590.tif
1028,Features.902.tif,Labels.902.tif
5554,Features_v2.434.tif,Labels_v2.434.tif
2642,Features.782.tif,Labels.782.tif
4940,Features_v2.1026.tif,Labels_v2.1026.tif
4395,Features_v2.764.tif,Labels_v2.764.tif
2320,Features.1082.tif,Labels.1082.tif
4839,Features_v2.148.tif,Labels_v2.148.tif
3902,Features_v2.578.tif,Labels_v2.578.tif
3708,Features_v2.302.tif,Labels_v2.302.tif
4742,Features_v2.971.tif,Labels_v2.971.tif
5785,Features_v2.1010.tif,Labels_v2.1010.tif
5721,Features_v2.104.tif,Labels_v2.104.tif
3766,Features_v2.591.tif,Labels_v2.591.tif
3163,Features.935.tif,Labels.935.tif
2828,Features.320.tif,Labels.320.tif
5089,Features_v2.127.tif,Labels_v2.127.tif
6420,Features_v2.245.tif,Labels_v2.245.tif
198,Features.1105.tif,Labels.1105.tif
5916,Features_v2.397.tif,Labels_v2.397.tif
3711,Features_v2.86.tif,Labels_v2.86.tif
2163,Features.180.tif,Labels.180.tif
989,Features.751.tif,Labels.751.tif
4738,Features_v2.837.tif,Labels_v2.837.tif
6599,Features_v2.68.tif,Labels_v2.68.tif
5557,Features_v2.421.tif,Labels_v2.421.tif
4998,Features_v2.848.tif,Labels_v2.848.tif
3765,Features_v2.152.tif,Labels_v2.152.tif
4506,Features_v2.334.tif,Labels_v2.334.tif
6164,Features_v2.839.tif,Labels_v2.839.tif
4845,Features_v2.255.tif,Labels_v2.255.tif
4806,Features_v2.153.tif,Labels_v2.153.tif
4239,Features_v2.540.tif,Labels_v2.540.tif
5790,Features_v2.625.tif,Labels_v2.625.tif
3174,Features.150.tif,Labels.150.tif
5276,Features_v2.654.tif,Labels_v2.654.tif
2959,Features.329.tif,Labels.329.tif
2069,Features.452.tif,Labels.452.tif
3952,Features_v2.757.tif,Labels_v2.757.tif
5746,Features_v2.137.tif,Labels_v2.137.tif
6623,Features_v2.167.tif,Labels_v2.167.tif
1610,Features.1075.tif,Labels.1075.tif
2533,Features.589.tif,Labels.589.tif
1257,Features.438.tif,Labels.438.tif
4725,Features_v2.451.tif,Labels_v2.451.tif
6446,Features_v2.459.tif,Labels_v2.459.tif
1233,Features.913.tif,Labels.913.tif
5861,Features_v2.1040.tif,Labels_v2.1040.tif
3388,Features.624.tif,Labels.624.tif
672,Features.431.tif,Labels.431.tif
2353,Features.143.tif,Labels.143.tif
1683,Features.1020.tif,Labels.1020.tif
4386,Features_v2.537.tif,Labels_v2.537.tif
1517,Features.610.tif,Labels.610.tif
2083,Features.214.tif,Labels.214.tif
5344,Features_v2.593.tif,Labels_v2.593.tif
3320,Features.1077.tif,Labels.1077.tif
6529,Features_v2.18.tif,Labels_v2.18.tif
5481,Features_v2.616.tif,Labels_v2.616.tif
225,Features.1163.tif,Labels.1163.tif
4234,Features_v2.107.tif,Labels_v2.107.tif
6347,Features_v2.150.tif,Labels_v2.150.tif
738,Features.1114.tif,Labels.1114.tif
4279,Features_v2.504.tif,Labels_v2.504.tif
